Age,Profession,Marital Status,Education,No of Dependents,Personal Loan,House Loan,Wife Working,Salary,Wife Salary,Total Salary,Make,Price
37,Businessman,1,High School,2,1,0,0,180365,0,180365,Hero Photon,86428
34,Govt. Servant,1,MBA,2,0,0,0,54718,0,54718,Hero Photon,88946
35,Doctor,1,Bachelor's,4,1,0,1,162024,23667,185691,Simple One,115523
46,Consultant,1,Doctorate,1,1,1,1,69190,75158,144348,TVS iQube,110620
27,Engineer,1,Bachelor's,0,0,1,0,31818,0,31818,Ola S1,116919
44,HR Manager,1,MBA,0,1,0,1,77417,121150,198567,Okinawa iPraise,116724
36,Businessman,0,Bachelor's,0,0,0,0,157303,0,157303,Ola S1,117287
48,Software Dev,1,High School,3,0,1,1,117020,96847,213867,Simple One,108338
27,Engineer,1,Master's,2,0,0,0,88122,0,88122,Bajaj Chetak,121941
34,Sales Exec,1,Bachelor's,3,1,0,1,54708,138317,193025,Ather 450X,144523
46,Sales Exec,1,Master's,0,0,1,1,50450,85526,135976,Ather 450X,143653
26,HR Manager,1,Bachelor's,0,0,1,0,139371,0,139371,Ampere Magnus,88523
22,Teacher,1,MBA,1,1,1,1,53757,105374,159131,Ampere Magnus,85595
48,HR Manager,0,Master's,1,0,1,0,114016,0,114016,Hero Photon,88095
43,Businessman,1,Bachelor's,2,0,1,0,126898,0,126898,Ather 450X,148609
22,Sales Exec,1,MBA,4,1,0,0,58911,0,58911,Simple One,117580
39,Consultant,1,High School,0,0,1,1,118643,86554,205197,Pure EV EPluto,94388
34,Consultant,1,Doctorate,1,1,1,0,152937,0,152937,Okinawa iPraise,106869
44,Sales Exec,0,MBA,2,0,0,0,76613,0,76613,Ampere Magnus,76405
49,Businessman,1,MBA,3,1,0,0,288211,0,288211,TVS iQube,105696
33,Designer,1,High School,0,0,1,0,47558,0,47558,Ola S1,116487
26,Doctor,0,Master's,4,0,1,0,151271,0,151271,Pure EV EPluto,103192
36,Doctor,1,Bachelor's,2,1,1,0,233837,0,233837,Pure EV EPluto,96139
39,Businessman,1,Master's,4,0,1,1,118407,45132,163539,Ola S1,116962
55,Software Dev,1,MBA,0,0,0,0,86454,0,86454,TVS iQube,102985
28,Doctor,1,Bachelor's,2,0,0,1,79921,148217,228138,TVS iQube,107341
57,Govt. Servant,1,Doctorate,1,1,1,0,53975,0,53975,Ola S1,114372
41,Doctor,1,Doctorate,4,1,0,0,100548,0,100548,Pure EV EPluto,95964
21,Govt. Servant,1,Bachelor's,3,1,0,1,80840,142462,223302,Bajaj Chetak,117196
43,Sales Exec,1,MBA,3,0,1,1,68245,84415,152660,Ola S1,111355
27,Designer,1,High School,4,1,0,1,60292,128850,189142,Pure EV EPluto,90137
30,HR Manager,1,Master's,0,0,1,0,62227,0,62227,Bajaj Chetak,119313
32,Designer,1,Master's,0,1,0,1,81771,61774,143545,Bajaj Chetak,129982
36,Doctor,0,High School,0,1,1,0,217270,0,217270,Bajaj Chetak,125261
27,Doctor,0,High School,3,1,1,0,185396,0,185396,TVS iQube,110444
40,Businessman,1,Doctorate,3,1,1,0,250778,0,250778,Hero Photon,82234
37,HR Manager,1,High School,1,0,0,1,46069,78172,124241,Ola S1,104336
49,Doctor,0,Bachelor's,0,1,0,0,143763,0,143763,Bajaj Chetak,113638
37,Teacher,0,Doctorate,3,0,0,0,36916,0,36916,Ola S1,115812
50,Teacher,0,MBA,3,1,1,0,53401,0,53401,Bajaj Chetak,126013
57,Software Dev,1,Doctorate,0,0,0,1,69175,74449,143624,Bajaj Chetak,118185
51,Sales Exec,1,Doctorate,0,0,0,0,42187,0,42187,TVS iQube,110441
30,Govt. Servant,1,Master's,3,1,1,0,47340,0,47340,Simple One,114302
44,Designer,1,High School,4,0,1,1,87562,110658,198220,Ola S1,114322
52,Sales Exec,1,Bachelor's,3,0,1,1,31653,62894,94547,Hero Photon,83844
57,Govt. Servant,0,High School,1,1,0,0,49440,0,49440,TVS iQube,107413
27,Govt. Servant,1,Master's,2,1,1,1,74608,130542,205150,Hero Photon,86586
30,Engineer,1,High School,0,1,1,0,98254,0,98254,Revolt RV400,125933
41,Doctor,1,Bachelor's,1,0,0,0,64209,0,64209,Bajaj Chetak,113311
43,Software Dev,1,High School,4,1,0,1,141961,23492,165453,Bajaj Chetak,118319
36,Doctor,1,Master's,2,1,0,0,159230,0,159230,Hero Photon,85782
31,Software Dev,1,Bachelor's,3,0,1,1,94002,149004,243006,Hero Photon,80148
51,Sales Exec,1,High School,0,1,1,0,75410,0,75410,Ampere Magnus,77495
34,Businessman,1,Master's,3,1,0,1,278848,127575,406423,Pure EV EPluto,104302
35,Businessman,1,Master's,1,0,1,1,111254,87130,198384,Revolt RV400,125150
41,Sales Exec,0,Doctorate,0,1,1,0,78747,0,78747,Ather 450X,147679
47,HR Manager,1,Bachelor's,3,0,0,1,106151,21944,128095,Ampere Magnus,79667
39,Teacher,1,Bachelor's,0,1,0,0,37967,0,37967,Simple One,104505
52,Govt. Servant,0,High School,1,0,1,0,40319,0,40319,Bajaj Chetak,122941
29,Software Dev,0,Doctorate,3,0,0,0,131162,0,131162,Pure EV EPluto,99725
59,Consultant,0,Bachelor's,2,1,1,0,86623,0,86623,Okinawa iPraise,113293
51,Doctor,1,Master's,4,1,0,1,96275,70707,166982,Ampere Magnus,80473
52,Sales Exec,1,Bachelor's,3,0,0,1,41736,28879,70615,Hero Photon,82147
21,Govt. Servant,0,Doctorate,0,0,1,0,84636,0,84636,Revolt RV400,121382
52,Software Dev,0,MBA,3,0,1,0,94659,0,94659,Revolt RV400,138761
52,Designer,1,Master's,0,1,1,1,77476,30325,107801,Hero Photon,83263
32,HR Manager,0,Bachelor's,1,0,0,0,114074,0,114074,Pure EV EPluto,93140
49,Doctor,0,Master's,4,0,1,0,137237,0,137237,Ola S1,110051
52,Businessman,1,High School,0,1,0,0,75256,0,75256,Hero Photon,81136
32,Sales Exec,1,Master's,3,1,1,1,23224,114867,138091,Simple One,102429
45,Businessman,0,Bachelor's,1,0,1,0,279239,0,279239,Revolt RV400,136086
41,Software Dev,1,High School,2,0,1,0,124025,0,124025,Bajaj Chetak,114138
58,Businessman,0,High School,3,0,1,0,86603,0,86603,Ather 450X,143819
21,Doctor,1,High School,4,1,1,1,212593,88494,301087,TVS iQube,111228
57,Teacher,0,MBA,1,1,1,0,34763,0,34763,Bajaj Chetak,126493
58,Govt. Servant,0,MBA,3,0,1,0,95113,0,95113,Revolt RV400,129119
45,Teacher,1,High School,0,1,1,1,49513,61533,111046,Revolt RV400,137237
34,Sales Exec,1,Bachelor's,0,1,0,1,21200,146557,167757,TVS iQube,104522
53,Teacher,0,High School,0,1,0,0,25834,0,25834,TVS iQube,116747
59,Engineer,0,High School,3,1,0,0,88317,0,88317,Simple One,112358
30,Govt. Servant,1,Master's,4,1,1,0,63472,0,63472,Simple One,100992
22,Software Dev,1,Master's,0,1,0,0,143248,0,143248,Simple One,106696
25,Govt. Servant,0,Master's,3,0,0,0,59311,0,59311,Ather 450X,146962
28,Engineer,1,Doctorate,3,0,1,1,89997,66093,156090,Pure EV EPluto,105786
25,Consultant,0,Master's,4,1,1,0,109104,0,109104,Ampere Magnus,71913
28,Teacher,1,Master's,1,0,0,0,42785,0,42785,Ampere Magnus,84388
58,Govt. Servant,0,Bachelor's,1,0,0,0,98465,0,98465,Simple One,118320
50,Businessman,0,MBA,3,0,0,0,105219,0,105219,Ather 450X,146701
51,Software Dev,0,MBA,1,1,0,0,41247,0,41247,Ampere Magnus,84417
31,Designer,1,MBA,2,1,1,0,79922,0,79922,Hero Photon,81868
27,Sales Exec,1,Doctorate,4,0,1,0,38979,0,38979,Revolt RV400,138472
27,Sales Exec,1,High School,3,0,0,1,24356,57992,82348,Ola S1,110546
47,Sales Exec,0,Master's,1,0,0,0,52019,0,52019,Pure EV EPluto,100034
39,Govt. Servant,0,Bachelor's,1,0,0,0,85042,0,85042,Okinawa iPraise,103098
26,Teacher,1,Doctorate,4,0,0,0,56195,0,56195,Hero Photon,87439
30,Govt. Servant,0,MBA,0,0,1,0,32373,0,32373,Revolt RV400,125425
39,Doctor,1,Doctorate,1,1,1,0,169542,0,169542,TVS iQube,105006
35,Businessman,0,Bachelor's,4,0,0,0,279123,0,279123,Bajaj Chetak,119653
23,Designer,1,Doctorate,0,1,1,0,40839,0,40839,Bajaj Chetak,119725
25,Designer,1,MBA,3,0,0,1,87215,146868,234083,Ather 450X,142769
41,Businessman,1,High School,0,0,0,1,155294,100049,255343,Simple One,111467
45,Engineer,0,MBA,1,0,0,0,61845,0,61845,Revolt RV400,125353
22,HR Manager,0,MBA,3,1,1,0,149860,0,149860,Ampere Magnus,73623
33,Doctor,1,MBA,3,1,1,0,113861,0,113861,Bajaj Chetak,112293
30,Software Dev,1,Doctorate,0,0,0,1,112304,95984,208288,Ola S1,109745
37,Designer,1,Bachelor's,3,1,0,1,94384,115300,209684,Simple One,105017
31,Sales Exec,1,MBA,0,1,1,1,44525,86446,130971,Ola S1,100501
42,Govt. Servant,1,Doctorate,0,1,1,1,47452,143895,191347,TVS iQube,100913
31,Engineer,1,Bachelor's,0,0,0,0,110329,0,110329,Ola S1,111008
32,HR Manager,1,High School,4,0,0,0,81481,0,81481,Simple One,111207
44,Businessman,1,MBA,1,0,0,1,273093,31326,304419,Ather 450X,144595
38,Consultant,1,Master's,3,1,0,0,191543,0,191543,TVS iQube,119062
55,Software Dev,1,Doctorate,2,1,1,0,62248,0,62248,TVS iQube,111228
27,HR Manager,1,High School,1,0,1,0,78366,0,78366,Okinawa iPraise,103970
48,Sales Exec,1,High School,2,0,1,0,79306,0,79306,TVS iQube,111527
51,HR Manager,1,High School,0,1,1,1,94614,25290,119904,Bajaj Chetak,119467
37,Designer,1,Doctorate,3,0,1,0,48699,0,48699,TVS iQube,105730
25,Govt. Servant,1,Bachelor's,1,0,1,0,71708,0,71708,Hero Photon,83601
37,Businessman,0,Master's,2,0,0,0,226539,0,226539,Hero Photon,89817
38,HR Manager,0,Bachelor's,2,0,1,0,84332,0,84332,TVS iQube,109752
41,Software Dev,1,MBA,2,1,0,1,130711,78138,208849,Simple One,111537
56,HR Manager,1,Master's,1,0,1,0,56256,0,56256,Ather 450X,143140
51,Consultant,0,Bachelor's,4,0,1,0,126117,0,126117,Bajaj Chetak,126201
22,Engineer,1,MBA,0,1,1,1,75162,51101,126263,Simple One,100010
47,Designer,0,Master's,3,1,1,0,99431,0,99431,Simple One,107179
29,Govt. Servant,0,Doctorate,2,0,0,0,49809,0,49809,Bajaj Chetak,113657
54,Sales Exec,1,MBA,1,0,0,0,63466,0,63466,Hero Photon,82955
48,Businessman,1,Bachelor's,2,1,0,1,102643,67932,170575,Ather 450X,147812
34,Businessman,0,Master's,1,0,1,0,125367,0,125367,Ather 450X,142794
52,Engineer,1,MBA,4,1,1,0,32680,0,32680,Simple One,111354
26,Teacher,0,MBA,2,0,1,0,47352,0,47352,Ather 450X,147392
31,Teacher,1,Doctorate,2,0,0,1,41086,37717,78803,Revolt RV400,122527
49,Sales Exec,0,MBA,3,0,0,0,72400,0,72400,Okinawa iPraise,113316
40,HR Manager,0,Master's,1,0,1,0,132758,0,132758,Simple One,108214
50,Consultant,1,High School,1,0,1,1,110739,101594,212333,Revolt RV400,131447
43,Businessman,1,Master's,4,0,0,1,227027,71947,298974,TVS iQube,118989
39,HR Manager,0,Master's,2,1,1,0,44038,0,44038,Okinawa iPraise,112873
56,Businessman,1,Doctorate,3,1,0,1,259566,138950,398516,TVS iQube,104096
23,Businessman,0,Doctorate,0,0,1,0,145145,0,145145,Ampere Magnus,89235
47,HR Manager,1,MBA,3,1,0,1,116357,124440,240797,Okinawa iPraise,101085
39,Engineer,0,Doctorate,3,1,0,0,95795,0,95795,TVS iQube,114658
43,Teacher,1,MBA,3,1,0,1,36660,126195,162855,Pure EV EPluto,96891
51,Doctor,1,High School,3,0,0,0,232841,0,232841,Simple One,100423
55,Software Dev,1,Bachelor's,2,1,0,1,126611,111135,237746,Ampere Magnus,86117
53,Engineer,1,Doctorate,3,1,1,1,100096,65684,165780,Revolt RV400,139692
55,Designer,1,Doctorate,1,1,1,1,70307,130824,201131,Ola S1,107278
21,Consultant,1,High School,1,0,0,1,175061,118466,293527,Revolt RV400,133997
34,Consultant,0,Doctorate,3,0,0,0,86094,0,86094,Okinawa iPraise,102456
53,Software Dev,1,High School,1,1,1,0,70218,0,70218,Ampere Magnus,85141
55,Consultant,1,MBA,2,0,0,1,162337,84080,246417,Ola S1,118101
25,HR Manager,1,Doctorate,0,0,0,1,59318,67607,126925,Hero Photon,88668
58,Consultant,1,Doctorate,3,0,0,1,177146,80680,257826,Hero Photon,81617
31,Doctor,0,MBA,1,0,0,0,107144,0,107144,Okinawa iPraise,117867
22,Consultant,1,Doctorate,1,1,1,0,134079,0,134079,Pure EV EPluto,108598
37,Businessman,1,Master's,2,0,1,1,269371,112010,381381,Hero Photon,81691
59,Engineer,0,High School,2,1,1,0,44192,0,44192,Revolt RV400,123837
40,HR Manager,1,Bachelor's,0,1,1,1,101900,144781,246681,Okinawa iPraise,115924
34,Teacher,1,Master's,4,0,0,0,23276,0,23276,Revolt RV400,121845
52,Consultant,1,Bachelor's,4,0,1,0,180731,0,180731,Simple One,108287
54,Sales Exec,0,Master's,4,0,1,0,67742,0,67742,Hero Photon,84371
45,Sales Exec,1,Master's,0,1,1,0,42593,0,42593,Simple One,112224
27,Sales Exec,0,Master's,3,0,0,0,50064,0,50064,Ola S1,109419
55,Consultant,1,High School,4,0,0,0,148764,0,148764,Okinawa iPraise,103861
49,Designer,1,Bachelor's,4,0,1,0,83957,0,83957,Okinawa iPraise,108331
42,Businessman,1,MBA,1,1,1,1,74139,81945,156084,Revolt RV400,125306
33,Govt. Servant,0,MBA,1,0,0,0,44076,0,44076,Pure EV EPluto,92910
33,Consultant,1,Doctorate,3,1,0,1,172528,120986,293514,Pure EV EPluto,99445
21,Designer,1,High School,2,0,1,0,58002,0,58002,Ather 450X,140997
56,Govt. Servant,0,High School,0,0,1,0,94873,0,94873,Revolt RV400,128539
24,Software Dev,1,High School,4,0,1,1,51653,149083,200736,Pure EV EPluto,103256
57,Doctor,1,Master's,0,0,0,1,96324,107101,203425,Okinawa iPraise,114933
33,Businessman,1,High School,1,1,1,0,200677,0,200677,Ather 450X,149478
58,Consultant,0,MBA,0,1,1,0,195191,0,195191,Simple One,108515
44,Engineer,0,High School,1,1,1,0,39477,0,39477,Okinawa iPraise,113300
39,HR Manager,1,Master's,0,1,1,0,68746,0,68746,Ather 450X,145239
21,Engineer,0,Bachelor's,1,0,1,0,56125,0,56125,Ampere Magnus,76444
58,Engineer,0,High School,0,1,0,0,38148,0,38148,Ather 450X,146100
25,Software Dev,1,Bachelor's,4,0,0,1,70586,56606,127192,Bajaj Chetak,123127
36,HR Manager,0,Doctorate,4,1,0,0,97348,0,97348,Okinawa iPraise,114600
44,Software Dev,1,Master's,3,1,0,0,84509,0,84509,Revolt RV400,123424
47,Govt. Servant,1,High School,0,0,0,0,43801,0,43801,Ampere Magnus,74794
21,Software Dev,1,Doctorate,2,0,0,1,67946,72329,140275,Okinawa iPraise,118910
54,Sales Exec,1,Doctorate,3,0,0,1,30725,79203,109928,Simple One,114141
56,Doctor,0,Bachelor's,0,1,0,0,232980,0,232980,Revolt RV400,128592
24,Sales Exec,0,MBA,2,1,0,0,75546,0,75546,Bajaj Chetak,121426
20,Consultant,1,MBA,4,0,1,0,95722,0,95722,Bajaj Chetak,120069
59,Govt. Servant,1,MBA,4,1,1,1,70311,111279,181590,Ather 450X,140313
31,Designer,1,MBA,4,0,0,0,78324,0,78324,Okinawa iPraise,107614
55,Govt. Servant,1,Master's,2,0,0,0,95767,0,95767,Simple One,119828
42,Designer,0,High School,1,0,1,0,66302,0,66302,Hero Photon,80626
50,Doctor,1,High School,0,1,1,0,159950,0,159950,Ampere Magnus,88478
30,Software Dev,0,Master's,3,0,1,0,148872,0,148872,Hero Photon,89486
29,Software Dev,0,Bachelor's,3,0,0,0,54190,0,54190,Hero Photon,89862
22,HR Manager,1,High School,4,0,1,1,61639,40879,102518,Okinawa iPraise,116485
33,Consultant,1,Doctorate,1,1,0,1,108957,80380,189337,Okinawa iPraise,114541
35,Engineer,1,High School,0,1,0,1,116782,138507,255289,Ather 450X,147385
29,Teacher,0,Master's,0,0,1,0,46271,0,46271,Okinawa iPraise,111537
48,Govt. Servant,0,Bachelor's,3,1,0,0,92524,0,92524,Pure EV EPluto,99553
29,Govt. Servant,0,High School,3,1,1,0,38278,0,38278,Revolt RV400,128965
31,Consultant,0,Master's,3,1,1,0,117563,0,117563,Bajaj Chetak,112858
49,Sales Exec,0,Doctorate,0,1,1,0,44064,0,44064,Hero Photon,87208
20,Businessman,1,MBA,3,1,1,1,282590,50559,333149,Ather 450X,145170
24,Consultant,1,Doctorate,0,1,1,1,79854,98367,178221,Ampere Magnus,71117
39,Teacher,0,Doctorate,4,1,1,0,51686,0,51686,Hero Photon,80018
27,Software Dev,0,Bachelor's,1,0,1,0,107982,0,107982,Okinawa iPraise,115892
31,Designer,1,High School,3,1,1,1,52085,28549,80634,Hero Photon,82630
20,Sales Exec,1,MBA,0,0,0,1,37807,65542,103349,Simple One,108018
39,Sales Exec,1,Master's,4,0,1,1,67565,130838,198403,Ampere Magnus,73045
47,HR Manager,0,MBA,2,1,0,0,95659,0,95659,Ola S1,113849
56,Doctor,0,High School,4,0,1,0,174768,0,174768,Revolt RV400,132968
56,Teacher,1,Bachelor's,1,0,0,0,30953,0,30953,Okinawa iPraise,118827
31,Sales Exec,1,High School,4,0,1,1,30332,78599,108931,Pure EV EPluto,101429
56,Teacher,1,Master's,3,0,0,1,44647,30277,74924,Ather 450X,147249
47,Consultant,1,MBA,3,1,0,0,101706,0,101706,Ather 450X,141446
34,Designer,0,Doctorate,2,1,0,0,51932,0,51932,Simple One,103120
25,Designer,1,High School,0,0,0,0,96255,0,96255,Ola S1,106225
39,Govt. Servant,1,Bachelor's,4,0,1,0,61117,0,61117,Ola S1,115396
33,Software Dev,1,Bachelor's,2,0,0,0,132619,0,132619,Bajaj Chetak,111881
21,Govt. Servant,1,MBA,3,1,0,0,69532,0,69532,Bajaj Chetak,123536
28,Sales Exec,1,Doctorate,0,0,1,1,56122,37062,93184,Okinawa iPraise,118138
56,Doctor,0,Master's,0,1,0,0,87599,0,87599,Ampere Magnus,71316
39,Govt. Servant,0,Doctorate,1,1,1,0,91536,0,91536,Hero Photon,80213
45,Govt. Servant,1,MBA,3,0,1,1,54844,102365,157209,Ola S1,101298
48,Govt. Servant,0,Doctorate,0,0,0,0,71900,0,71900,Ather 450X,141484
20,Teacher,1,MBA,1,1,1,1,31255,35806,67061,TVS iQube,103236
54,Consultant,1,Doctorate,1,0,1,1,168490,54408,222898,Ampere Magnus,74663
25,Doctor,0,High School,3,0,1,0,186696,0,186696,Hero Photon,80802
56,Designer,0,Bachelor's,0,0,0,0,39824,0,39824,Ampere Magnus,86467
24,HR Manager,1,MBA,0,1,0,1,76870,91695,168565,Ola S1,110413
52,Teacher,0,MBA,4,0,0,0,31852,0,31852,Ampere Magnus,77842
33,Sales Exec,0,Bachelor's,0,1,0,0,68255,0,68255,Okinawa iPraise,114292
31,Doctor,0,Master's,1,0,0,0,109550,0,109550,Ola S1,107701
39,Designer,1,MBA,2,1,1,0,57239,0,57239,Pure EV EPluto,91808
43,Doctor,0,High School,3,1,1,0,132119,0,132119,Hero Photon,85782
53,Businessman,1,Doctorate,2,0,0,0,105620,0,105620,Simple One,112858
44,Businessman,1,High School,0,1,0,0,122799,0,122799,Okinawa iPraise,110840
48,Govt. Servant,0,MBA,1,0,1,0,92992,0,92992,TVS iQube,101489
58,Govt. Servant,0,Master's,2,0,1,0,58764,0,58764,Ather 450X,146970
50,Businessman,1,MBA,3,0,1,1,134276,110165,244441,Ola S1,113441
42,HR Manager,1,Master's,4,0,0,1,120348,44317,164665,Pure EV EPluto,97769
57,Designer,0,Bachelor's,2,0,1,0,48792,0,48792,Ola S1,118401
39,Sales Exec,0,Doctorate,4,0,0,0,44686,0,44686,Ampere Magnus,82555
42,Software Dev,1,High School,0,1,0,0,94613,0,94613,Ola S1,108969
35,Software Dev,1,Master's,0,1,1,0,77171,0,77171,Revolt RV400,130871
27,Teacher,0,High School,3,0,1,0,49088,0,49088,Ather 450X,142817
40,HR Manager,1,Bachelor's,4,1,0,1,126092,41228,167320,Revolt RV400,127802
20,HR Manager,0,MBA,4,0,0,0,79657,0,79657,Revolt RV400,125923
27,Sales Exec,0,Master's,3,0,1,0,20606,0,20606,Hero Photon,82949
48,Doctor,0,Doctorate,2,1,1,0,167565,0,167565,Hero Photon,89832
51,Software Dev,1,Master's,3,1,0,1,57733,56750,114483,Okinawa iPraise,111364
57,Doctor,1,MBA,0,0,1,1,100394,126513,226907,Pure EV EPluto,94702
24,Doctor,1,MBA,4,0,0,1,120797,102691,223488,Hero Photon,83820
41,HR Manager,1,Doctorate,1,0,1,0,46358,0,46358,TVS iQube,116098
53,Doctor,1,Doctorate,1,0,1,1,103846,43076,146922,Ola S1,110374
20,Software Dev,0,Bachelor's,0,1,0,0,114168,0,114168,Ather 450X,149149
45,Designer,0,High School,4,1,1,0,62084,0,62084,Simple One,108811
29,Engineer,1,Master's,4,0,1,1,47693,62279,109972,Pure EV EPluto,104552
49,Doctor,1,Bachelor's,3,1,0,0,182264,0,182264,Simple One,119921
37,Sales Exec,1,High School,2,1,0,0,79166,0,79166,Ola S1,112524
36,Consultant,0,Bachelor's,3,1,1,0,62926,0,62926,Ampere Magnus,86170
45,Govt. Servant,0,Doctorate,1,1,0,0,81693,0,81693,Revolt RV400,134924
27,Sales Exec,1,Doctorate,4,0,1,0,29960,0,29960,Hero Photon,83444
59,Businessman,0,MBA,2,0,0,0,177021,0,177021,Revolt RV400,121518
31,Software Dev,1,Master's,3,0,0,1,115365,70750,186115,Ola S1,119085
46,Consultant,1,Master's,2,1,0,1,134118,60003,194121,Ather 450X,143536
27,Govt. Servant,0,Master's,1,1,1,0,56436,0,56436,Pure EV EPluto,96732
44,Sales Exec,0,Bachelor's,2,0,1,0,43219,0,43219,Revolt RV400,122570
23,Consultant,0,Bachelor's,4,0,1,0,139042,0,139042,Pure EV EPluto,92027
52,Engineer,0,Master's,2,0,0,0,109814,0,109814,Revolt RV400,134849
20,Software Dev,1,MBA,2,0,0,0,100116,0,100116,Pure EV EPluto,94654
38,Designer,0,High School,3,1,1,0,80720,0,80720,Pure EV EPluto,93162
50,Teacher,0,Bachelor's,2,0,1,0,36392,0,36392,Revolt RV400,123133
35,HR Manager,1,Master's,2,0,0,0,143774,0,143774,Okinawa iPraise,119669
33,Engineer,1,Doctorate,1,0,1,0,102455,0,102455,Pure EV EPluto,95068
24,Businessman,0,Bachelor's,2,1,1,0,86586,0,86586,Ampere Magnus,88026
45,HR Manager,1,High School,3,1,1,0,116038,0,116038,Hero Photon,88348
47,Designer,1,Bachelor's,3,0,0,1,92612,109488,202100,Okinawa iPraise,103954
21,Engineer,0,High School,4,1,1,0,92555,0,92555,Okinawa iPraise,116244
25,Govt. Servant,1,High School,1,1,0,0,42852,0,42852,Okinawa iPraise,101348
28,Consultant,1,Bachelor's,0,0,1,0,128350,0,128350,TVS iQube,101741
52,Software Dev,0,High School,4,0,1,0,127495,0,127495,Ampere Magnus,82495
44,Consultant,1,Bachelor's,2,1,0,0,119067,0,119067,Simple One,106898
32,Doctor,1,Bachelor's,1,0,0,0,219172,0,219172,TVS iQube,101121
28,Sales Exec,1,MBA,4,1,0,0,27367,0,27367,Revolt RV400,120745
32,Businessman,0,Doctorate,3,1,1,0,282004,0,282004,Revolt RV400,135369
50,Doctor,0,High School,1,1,1,0,100909,0,100909,Ather 450X,145831
30,Doctor,1,Bachelor's,1,1,1,0,247779,0,247779,Pure EV EPluto,105979
23,Businessman,1,High School,2,0,1,1,184522,35312,219834,Pure EV EPluto,91138
53,Sales Exec,0,Bachelor's,1,0,1,0,37998,0,37998,Ola S1,115898
57,Govt. Servant,1,Bachelor's,1,0,1,0,76035,0,76035,Hero Photon,82492
23,Sales Exec,0,Bachelor's,0,0,0,0,20661,0,20661,Ampere Magnus,75641
57,Software Dev,0,Doctorate,2,1,0,0,50217,0,50217,Simple One,115910
38,Consultant,1,High School,1,1,1,0,132013,0,132013,Hero Photon,83462
25,Govt. Servant,0,Doctorate,1,1,0,0,55440,0,55440,Simple One,106926
53,Teacher,0,Doctorate,0,1,0,0,43742,0,43742,Pure EV EPluto,105729
37,Consultant,0,Doctorate,0,0,1,0,56619,0,56619,Ampere Magnus,76796
32,Govt. Servant,1,Doctorate,3,1,0,1,35571,72705,108276,Ola S1,110784
42,Sales Exec,0,MBA,2,1,1,0,34093,0,34093,Ampere Magnus,83249
38,Businessman,1,High School,0,0,0,0,255985,0,255985,TVS iQube,115882
30,Sales Exec,1,High School,1,0,1,0,55812,0,55812,Ola S1,111668
20,Teacher,1,Bachelor's,0,1,0,1,42254,67991,110245,Okinawa iPraise,118987
43,Govt. Servant,0,High School,4,1,0,0,44717,0,44717,Bajaj Chetak,118128
26,Software Dev,1,Doctorate,3,0,1,0,99838,0,99838,Okinawa iPraise,119013
44,Sales Exec,0,Master's,3,0,1,0,24370,0,24370,Revolt RV400,136829
40,Govt. Servant,1,High School,2,0,0,1,55096,92367,147463,Revolt RV400,123824
34,Consultant,1,Master's,3,1,1,1,104398,134706,239104,Okinawa iPraise,115569
20,Teacher,0,MBA,2,1,0,0,23648,0,23648,Ampere Magnus,89812
31,Software Dev,1,Bachelor's,4,1,1,0,67220,0,67220,Okinawa iPraise,119396
26,Govt. Servant,0,Bachelor's,1,0,0,0,68968,0,68968,Pure EV EPluto,105795
34,Engineer,0,Bachelor's,4,0,0,0,86039,0,86039,Bajaj Chetak,129328
40,Sales Exec,0,MBA,2,0,1,0,23351,0,23351,TVS iQube,110653
38,Teacher,1,Doctorate,2,1,1,1,20613,65653,86266,Ampere Magnus,74827
48,Software Dev,0,Master's,2,1,0,0,142571,0,142571,TVS iQube,110941
44,Software Dev,0,High School,1,0,1,0,112808,0,112808,Okinawa iPraise,116470
52,Doctor,0,Doctorate,2,0,0,0,107043,0,107043,Revolt RV400,134982
51,HR Manager,1,Bachelor's,4,0,1,1,80965,128454,209419,Hero Photon,89630
54,Teacher,1,Bachelor's,1,1,1,0,33345,0,33345,Pure EV EPluto,108698
57,Software Dev,0,Doctorate,4,1,1,0,72628,0,72628,Ola S1,117834
45,Govt. Servant,0,Master's,1,0,1,0,55114,0,55114,Simple One,115418
30,Doctor,1,Doctorate,2,0,0,0,215153,0,215153,Bajaj Chetak,117789
54,HR Manager,1,MBA,1,1,1,0,136772,0,136772,Hero Photon,88209
27,Consultant,1,Bachelor's,0,0,0,1,68903,112906,181809,TVS iQube,119326
33,Govt. Servant,1,Master's,4,0,0,0,41988,0,41988,Bajaj Chetak,124108
29,Sales Exec,0,High School,0,0,0,0,45854,0,45854,Bajaj Chetak,114992
21,HR Manager,1,Bachelor's,0,1,1,1,73323,97248,170571,Ampere Magnus,70322
28,Teacher,0,Doctorate,2,1,0,0,31105,0,31105,Hero Photon,84332
22,Sales Exec,1,Master's,2,1,0,0,65660,0,65660,Bajaj Chetak,122968
40,Designer,0,Bachelor's,0,1,1,0,34342,0,34342,Hero Photon,89487
45,Designer,1,High School,1,1,1,0,38508,0,38508,Ampere Magnus,79442
27,Teacher,0,High School,2,1,0,0,40101,0,40101,Bajaj Chetak,114441
21,Consultant,0,Doctorate,4,1,1,0,126874,0,126874,Hero Photon,88931
25,HR Manager,1,MBA,0,0,0,0,127846,0,127846,Ather 450X,145972
47,Doctor,1,Doctorate,4,0,0,0,242511,0,242511,Okinawa iPraise,100410
